PF08118	OG0016111	MDM31_MDM32	"GO:mitochondrion inheritance"	GO:0000001
PF07714	OG0017248	PK_Tyr_Ser-Thr	"GO:protein phosphorylation"	GO:0006468
PF07714	OG0017882	PK_Tyr_Ser-Thr	"GO:protein phosphorylation"	GO:0006468
PF08926	OG0016675	DUF1908	"GO:protein phosphorylation"	GO:0006468
PF00102	OG0017646	Y_phosphatase	"GO:protein dephosphorylation"	GO:0006470
PF05251	OG0016471	Ost5	"GO:protein N-linked glycosylation"	GO:0006487
PF06423	OG0016055	GWT1	"GO:GPI anchor biosynthetic process"	GO:0006506
PF08320	OG0015381	PIG-X	"GO:GPI anchor biosynthetic process"	GO:0006506
PF00082	OG0017398	Peptidase_S8	"GO:proteolysis"	GO:0006508
PF00089	OG0015007	Trypsin	"GO:proteolysis"	GO:0006508
PF00089	OG0015383	Trypsin	"GO:proteolysis"	GO:0006508
PF00089	OG0018067	Trypsin	"GO:proteolysis"	GO:0006508
PF00326	OG0017368	Peptidase_S9	"GO:proteolysis"	GO:0006508
PF00450	OG0016850	Peptidase_S10	"GO:proteolysis"	GO:0006508
PF00450	OG0017665	Peptidase_S10	"GO:proteolysis"	GO:0006508
PF00648	OG0016933	Peptidase_C2	"GO:proteolysis"	GO:0006508
PF02127	OG0017559	Peptidase_M18	"GO:proteolysis"	GO:0006508
PF00888	OG0015258	Cullin	"GO:ubiquitin-dependent protein catabolic process"	GO:0006511
PF10584	OG0015196	Proteasome_A_N	"GO:ubiquitin-dependent protein catabolic process"	GO:0006511
PF10584	OG0015720	Proteasome_A_N	"GO:ubiquitin-dependent protein catabolic process"	GO:0006511
PF10584	OG0016788	Proteasome_A_N	"GO:ubiquitin-dependent protein catabolic process"	GO:0006511
PF00208	OG0016882	ELFV_dehydrog	"GO:cellular amino acid metabolic process"	GO:0006520
PF02729	OG0016876	OTCace_N	"GO:cellular amino acid metabolic process"	GO:0006520
PF02812	OG0016708	ELFV_dehydrog_N	"GO:cellular amino acid metabolic process"	GO:0006520
PF02812	OG0017996	ELFV_dehydrog_N	"GO:cellular amino acid metabolic process"	GO:0006520
PF00438	OG0016023	S-AdoMet_synt_N	"GO:S-adenosylmethionine biosynthetic process"	GO:0006556
PF04209	OG0017801	HgmA	"GO:L-phenylalanine catabolic process"	GO:0006559
PF04209	OG0017801	HgmA	"GO:tyrosine metabolic process"	GO:0006570
PF10662	OG0016849	PduV-EutP	"GO:cellular biogenic amine metabolic process"	GO:0006576
PF10662	OG0017047	PduV-EutP	"GO:cellular biogenic amine metabolic process"	GO:0006576
PF07926	OG0014918	TPR_MLP1_2	"GO:protein import into nucleus"	GO:0006606
PF07926	OG0017042	TPR_MLP1_2	"GO:protein import into nucleus"	GO:0006606
PF00448	OG0015182	SRP54	"GO:SRP-dependent cotranslational protein targeting to membrane"	GO:0006614
PF00448	OG0015209	SRP54	"GO:SRP-dependent cotranslational protein targeting to membrane"	GO:0006614
PF00448	OG0016700	SRP54	"GO:SRP-dependent cotranslational protein targeting to membrane"	GO:0006614
PF01734	OG0015599	Patatin	"GO:lipid metabolic process"	GO:0006629
PF02450	OG0016974	LCAT	"GO:lipid metabolic process"	GO:0006629
PF02737	OG0016524	3HCDH_N	"GO:fatty acid metabolic process"	GO:0006631
PF02737	OG0017000	3HCDH_N	"GO:fatty acid metabolic process"	GO:0006631
PF02504	OG0016894	FA_synthesis	"GO:fatty acid biosynthetic process"	GO:0006633
PF02504	OG0016895	FA_synthesis	"GO:fatty acid biosynthetic process"	GO:0006633
PF01756	OG0015529	ACOX	"GO:fatty acid beta-oxidation"	GO:0006635
PF01756	OG0017963	ACOX	"GO:fatty acid beta-oxidation"	GO:0006635
PF01073	OG0015067	3Beta_HSD	"GO:steroid biosynthetic process"	GO:0006694
PF01073	OG0015192	3Beta_HSD	"GO:steroid biosynthetic process"	GO:0006694
PF01073	OG0015216	3Beta_HSD	"GO:steroid biosynthetic process"	GO:0006694
PF10414	OG0016379	CysG_dimeriser	"GO:porphyrin-containing compound biosynthetic process"	GO:0006779
PF00080	OG0016860	Sod_Cu	"GO:superoxide metabolic process"	GO:0006801
PF03522	OG0015089	SLC12	"GO:ion transport"	GO:0006811
PF02254	OG0016500	TrkA_N	"GO:potassium ion transport"	GO:0006813
PF01442	OG0014921	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0015232	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0015412	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0015623	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0016594	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0016632	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0017361	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF01442	OG0017912	Apolipoprotein	"GO:lipid transport"	GO:0006869
PF05778	OG0015733	Apo-CIII	"GO:lipid transport"	GO:0006869
PF07464	OG0014921	ApoLp-III	"GO:lipid transport"	GO:0006869
PF07464	OG0017465	ApoLp-III	"GO:lipid transport"	GO:0006869
PF06459	OG0015089	RR_TM4-6	"GO:cellular calcium ion homeostasis"	GO:0006874
PF01602	OG0016444	Adaptin_N	"GO:intracellular protein transport"	GO:0006886
PF01602	OG0017804	Adaptin_N	"GO:intracellular protein transport"	GO:0006886
PF03810	OG0017226	IBN_N	"GO:intracellular protein transport"	GO:0006886
PF04136	OG0017692	Sec34	"GO:intracellular protein transport"	GO:0006886
PF04871	OG0017692	Uso1_p115_C	"GO:intracellular protein transport"	GO:0006886
PF10392	OG0017692	COG5	"GO:intra-Golgi vesicle-mediated transport"	GO:0006891
PF04096	OG0017496	Nucleoporin2	"GO:nucleocytoplasmic transport"	GO:0006913
PF08961	OG0016861	NRBF2	"GO:autophagy"	GO:0006914
PF02203	OG0016430	TarH	"GO:chemotaxis"	GO:0006935
PF08118	OG0016111	MDM31_MDM32	"GO:mitochondrion organization"	GO:0007005
PF01213	OG0014912	CAP_N	"GO:cytoskeleton organization"	GO:0007010
PF01221	OG0016852	Dynein_light	"GO:microtubule-based process"	GO:0007017
PF04912	OG0016861	Dynamitin	"GO:microtubule-based process"	GO:0007017
PF07160	OG0014918	SKA1	"GO:chromosome segregation"	GO:0007059
PF05557	OG0014918	MAD	"GO:mitotic spindle assembly checkpoint signaling"	GO:0007094
PF15233	OG0016841	SYCE1	"GO:synaptonemal complex assembly"	GO:0007130
PF02412	OG0017247	TSP_3	"GO:cell adhesion"	GO:0007155
PF04923	OG0018064	Ninjurin	"GO:cell adhesion"	GO:0007155
PF10425	OG0015380	SdrG_C_C	"GO:cell adhesion"	GO:0007155
PF00028	OG0018011	Cadherin	"GO:homophilic cell adhesion via plasma membrane adhesion molecules"	GO:0007156
PF00512	OG0015606	HisKA	"GO:signal transduction"	GO:0007165
PF00512	OG0016521	HisKA	"GO:signal transduction"	GO:0007165
PF02185	OG0016779	HR1	"GO:signal transduction"	GO:0007165
PF02203	OG0016430	TarH	"GO:signal transduction"	GO:0007165
PF16818	OG0015346	SLM4	"GO:signal transduction"	GO:0007165
PF00001	OG0016055	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00001	OG0018006	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00001	OG0018054	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00001	OG0018058	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00001	OG0018064	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00001	OG0018072	7tm_1	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00503	OG0015182	G-alpha	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00503	OG0015210	G-alpha	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF00503	OG0016692	G-alpha	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF13853	OG0018006	7tm_4	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF13853	OG0018054	7tm_4	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF13853	OG0018058	7tm_4	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF13853	OG0018072	7tm_4	"GO:G protein-coupled receptor signaling pathway"	GO:0007186
PF14980	OG0015156	TIP39	"GO:neuropeptide signaling pathway"	GO:0007218
PF12297	OG0016603	EVC2_like	"GO:smoothened signaling pathway"	GO:0007224
PF00996	OG0016996	GDI	"GO:small GTPase mediated signal transduction"	GO:0007264
PF00996	OG0018099	GDI	"GO:small GTPase mediated signal transduction"	GO:0007264
PF02513	OG0017990	Spin-Ssty	"GO:gamete generation"	GO:0007276
PF02079	OG0014973	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0015022	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0015295	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0015746	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0016790	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0016926	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0017243	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0017965	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0018038	TP1	"GO:spermatogenesis"	GO:0007283
PF02079	OG0018085	TP1	"GO:spermatogenesis"	GO:0007283
PF04625	OG0016058	DEC-1_N	"GO:chorion-containing eggshell formation"	GO:0007304
PF04625	OG0016466	DEC-1_N	"GO:chorion-containing eggshell formation"	GO:0007304
PF15203	OG0016868	TMEM95	"GO:fusion of sperm to egg plasma membrane involved in single fertilization"	GO:0007342
PF04769	OG0017089	MATalpha_HMGbox	"GO:mating type determination"	GO:0007531
PF06657	OG0015130	Cep57_MT_bd	"GO:microtubule binding"	GO:0008017
PF07160	OG0014918	SKA1	"GO:microtubule binding"	GO:0008017
PF03427	OG0016271	CBM_19	"GO:chitin binding"	GO:0008061
PF04692	OG0015130	PDGF_N	"GO:growth factor activity"	GO:0008083
PF17144	OG0015524	Ribosomal_L5e	"GO:5S rRNA binding"	GO:0008097
PF17144	OG0016713	Ribosomal_L5e	"GO:5S rRNA binding"	GO:0008097
PF02727	OG0015080	Cu_amine_oxidN2	"GO:primary amine oxidase activity"	GO:0008131
PF02727	OG0015601	Cu_amine_oxidN2	"GO:primary amine oxidase activity"	GO:0008131
PF00158	OG0016589	Sigma54_activat	"GO:transcription factor binding"	GO:0008134
PF00158	OG0018055	Sigma54_activat	"GO:transcription factor binding"	GO:0008134
PF10473	OG0014918	CENP-F_leu_zip	"GO:transcription factor binding"	GO:0008134
PF10473	OG0016861	CENP-F_leu_zip	"GO:transcription factor binding"	GO:0008134
PF10473	OG0017042	CENP-F_leu_zip	"GO:transcription factor binding"	GO:0008134
PF10473	OG0017361	CENP-F_leu_zip	"GO:transcription factor binding"	GO:0008134
PF14532	OG0018055	Sigma54_activ_2	"GO:transcription factor binding"	GO:0008134
PF00782	OG0017646	DSPc	"GO:protein tyrosine/serine/threonine phosphatase activity"	GO:0008138
PF01209	OG0015187	Ubie_methyltran	"GO:methyltransferase activity"	GO:0008168
PF04252	OG0016555	RNA_Me_trans	"GO:methyltransferase activity"	GO:0008168
PF05148	OG0017471	Methyltransf_8	"GO:methyltransferase activity"	GO:0008168
PF07780	OG0017233	Spb1_C	"GO:methyltransferase activity"	GO:0008168
PF08241	OG0015187	Methyltransf_11	"GO:methyltransferase activity"	GO:0008168
PF04446	OG0016187	Thg1	"GO:tRNA guanylyltransferase activity"	GO:0008193
PF04446	OG0016588	Thg1	"GO:tRNA guanylyltransferase activity"	GO:0008193
PF00201	OG0016840	UDPGT	"GO:UDP-glycosyltransferase activity"	GO:0008194
PF00210	OG0017999	Ferritin	"GO:ferric iron binding"	GO:0008199
PF02950	OG0017377	Conotoxin	"GO:ion channel inhibitor activity"	GO:0008200
PF00082	OG0017398	Peptidase_S8	"GO:serine-type peptidase activity"	GO:0008236
PF00326	OG0017368	Peptidase_S9	"GO:serine-type peptidase activity"	GO:0008236
PF09127	OG0017381	Leuk-A4-hydro_C	"GO:metallopeptidase activity"	GO:0008237
PF00098	OG0015170	zf-CCHC	"GO:zinc ion binding"	GO:0008270
PF00098	OG0017511	zf-CCHC	"GO:zinc ion binding"	GO:0008270
PF00172	OG0015167	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0015204	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0015206	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0016493	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0016733	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0017007	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF00172	OG0017022	Zn_clus	"GO:zinc ion binding"	GO:0008270
PF01116	OG0016477	F_bP_aldolase	"GO:zinc ion binding"	GO:0008270
PF01428	OG0015304	zf-AN1	"GO:zinc ion binding"	GO:0008270
PF02127	OG0017559	Peptidase_M18	"GO:zinc ion binding"	GO:0008270
PF02148	OG0017260	zf-UBP	"GO:zinc ion binding"	GO:0008270
PF04082	OG0015168	Fungal_trans	"GO:zinc ion binding"	GO:0008270
PF04082	OG0015204	Fungal_trans	"GO:zinc ion binding"	GO:0008270
PF04082	OG0016733	Fungal_trans	"GO:zinc ion binding"	GO:0008270
PF06524	OG0014866	NOA36	"GO:zinc ion binding"	GO:0008270
PF09127	OG0017381	Leuk-A4-hydro_C	"GO:zinc ion binding"	GO:0008270
PF12861	OG0017196	zf-ANAPC11	"GO:zinc ion binding"	GO:0008270
PF12906	OG0017196	RINGv	"GO:zinc ion binding"	GO:0008270
PF01442	OG0014921	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0015232	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0015412	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0015623	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0016594	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0016632	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0017361	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF01442	OG0017912	Apolipoprotein	"GO:lipid binding"	GO:0008289
PF05778	OG0015733	Apo-CIII	"GO:lipid binding"	GO:0008289
PF07464	OG0014921	ApoLp-III	"GO:lipid binding"	GO:0008289
PF07464	OG0017465	ApoLp-III	"GO:lipid binding"	GO:0008289
PF04769	OG0017089	MATalpha_HMGbox	"GO:DNA binding, bending"	GO:0008301
PF02450	OG0016974	LCAT	"GO:O-acyltransferase activity"	GO:0008374
PF00202	OG0016556	Aminotran_3	"GO:transaminase activity"	GO:0008483
PF04710	OG0016912	Pellino	"GO:regulation of Toll signaling pathway"	GO:0008592
PF01916	OG0014949	DS	"GO:peptidyl-lysine modification to peptidyl-hypusine"	GO:0008612
PF14489	OG0015728	QueF	"GO:queuosine biosynthetic process"	GO:0008616
PF01306	OG0016818	LacY_symp	"GO:carbohydrate transport"	GO:0008643
PF02774	OG0015237	Semialdhyde_dhC	"GO:cellular amino acid biosynthetic process"	GO:0008652
PF02666	OG0017966	PS_Dcarbxylase	"GO:phospholipid biosynthetic process"	GO:0008654
PF00926	OG0016893	DHBP_synthase	"GO:3,4-dihydroxy-2-butanone-4-phosphate synthase activity"	GO:0008686
PF07478	OG0016905	Dala_Dala_lig_C	"GO:D-alanine-D-alanine ligase activity"	GO:0008716
PF05401	OG0015187	NodS	"GO:S-adenosylmethionine-dependent methyltransferase activity"	GO:0008757
PF05724	OG0015446	TPMT	"GO:S-adenosylmethionine-dependent methyltransferase activity"	GO:0008757
PF02550	OG0015358	AcetylCoA_hydro	"GO:acetate CoA-transferase activity"	GO:0008775
PF01670	OG0016158	Glyco_hydro_12	"GO:cellulase activity"	GO:0008810
PF00302	OG0016735	CAT	"GO:chloramphenicol O-acetyltransferase activity"	GO:0008811
PF02601	OG0014921	Exonuc_VII_L	"GO:exodeoxyribonuclease VII activity"	GO:0008855
PF02614	OG0017264	UxaC	"GO:glucuronate isomerase activity"	GO:0008880
PF03612	OG0014859	EIIBC-GUT_N	"GO:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity"	GO:0008982
PF03612	OG0015535	EIIBC-GUT_N	"GO:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity"	GO:0008982
PF09573	OG0015087	RE_TaqI	"GO:type II site-specific deoxyribonuclease activity"	GO:0009036
PF06026	OG0016611	Rib_5-P_isom_A	"GO:pentose-phosphate shunt, non-oxidative branch"	GO:0009052
PF13631	OG0017591	Cytochrom_B_N_2	"GO:electron transfer activity"	GO:0009055
PF00155	OG0015193	Aminotran_1_2	"GO:biosynthetic process"	GO:0009058
PF00975	OG0016569	Thioesterase	"GO:biosynthetic process"	GO:0009058
PF00975	OG0016712	Thioesterase	"GO:biosynthetic process"	GO:0009058
PF01225	OG0017618	Mur_ligase	"GO:biosynthetic process"	GO:0009058
PF03808	OG0016596	Glyco_tran_WecG	"GO:biosynthetic process"	GO:0009058
PF00115	OG0015346	COX1	"GO:aerobic respiration"	GO:0009060
PF02844	OG0015545	GARS_N	"GO:purine nucleobase biosynthetic process"	GO:0009113
PF00926	OG0016893	DHBP_synthase	"GO:riboflavin biosynthetic process"	GO:0009231
PF06574	OG0014975	FAD_syn	"GO:riboflavin biosynthetic process"	GO:0009231
PF01183	OG0016622	Glyco_hydro_25	"GO:peptidoglycan catabolic process"	GO:0009253
PF02554	OG0017004	CstA	"GO:cellular response to starvation"	GO:0009267
PF02049	OG0015539	FliE	"GO:bacterial-type flagellum"	GO:0009288
PF02049	OG0017982	FliE	"GO:bacterial-type flagellum"	GO:0009288
PF02050	OG0015015	FliJ	"GO:bacterial-type flagellum"	GO:0009288
PF04357	OG0017549	TamB	"GO:protein secretion"	GO:0009306
PF09573	OG0015087	RE_TaqI	"GO:DNA restriction-modification system"	GO:0009307
PF02727	OG0015080	Cu_amine_oxidN2	"GO:amine metabolic process"	GO:0009308
PF02727	OG0015601	Cu_amine_oxidN2	"GO:amine metabolic process"	GO:0009308
PF05401	OG0015187	NodS	"GO:oligosaccharide biosynthetic process"	GO:0009312
PF05496	OG0017047	RuvB_N	"GO:four-way junction helicase activity"	GO:0009378
PF03611	OG0017754	EIIC-GAT	"GO:phosphoenolpyruvate-dependent sugar phosphotransferase system"	GO:0009401
PF03612	OG0014859	EIIBC-GUT_N	"GO:phosphoenolpyruvate-dependent sugar phosphotransferase system"	GO:0009401
PF03612	OG0015535	EIIBC-GUT_N	"GO:phosphoenolpyruvate-dependent sugar phosphotransferase system"	GO:0009401
PF09142	OG0015196	TruB_C	"GO:RNA modification"	GO:0009451
PF09142	OG0016788	TruB_C	"GO:RNA modification"	GO:0009451
PF00796	OG0015665	PSI_8	"GO:photosystem I"	GO:0009522
PF03030	OG0016887	H_PPase	"GO:pyrophosphate hydrolysis-driven proton transmembrane transporter activity"	GO:0009678
PF03030	OG0016888	H_PPase	"GO:pyrophosphate hydrolysis-driven proton transmembrane transporter activity"	GO:0009678
PF11991	OG0015188	Trp_DMAT	"GO:alkaloid metabolic process"	GO:0009820
PF11991	OG0015189	Trp_DMAT	"GO:alkaloid metabolic process"	GO:0009820
PF01153	OG0018057	Glypican	"GO:regulation of signal transduction"	GO:0009966
PF04979	OG0016851	IPP-2	"GO:regulation of signal transduction"	GO:0009966
PF09142	OG0015196	TruB_C	"GO:pseudouridine synthase activity"	GO:0009982
PF09142	OG0016788	TruB_C	"GO:pseudouridine synthase activity"	GO:0009982
PF03091	OG0014928	CutA1	"GO:response to metal ion"	GO:0010038
PF10955	OG0017420	DUF2757	"GO:regulation of gene expression"	GO:0010468
PF03839	OG0016055	Sec62	"GO:protein transport"	GO:0015031
PF06375	OG0015933	AP3D1	"GO:protein transport"	GO:0015031
PF06375	OG0016362	AP3D1	"GO:protein transport"	GO:0015031
PF00665	OG0015147	rve	"GO:DNA integration"	GO:0015074
PF00665	OG0015638	rve	"GO:DNA integration"	GO:0015074
PF00665	OG0015651	rve	"GO:DNA integration"	GO:0015074
PF00665	OG0015758	rve	"GO:DNA integration"	GO:0015074
PF00665	OG0015763	rve	"GO:DNA integration"	GO:0015074
PF00665	OG0017790	rve	"GO:DNA integration"	GO:0015074
PF13683	OG0015398	rve_3	"GO:DNA integration"	GO:0015074
PF00119	OG0015396	ATP-synt_A	"GO:proton transmembrane transporter activity"	GO:0015078
PF04277	OG0016055	OAD_gamma	"GO:sodium ion transmembrane transporter activity"	GO:0015081
PF16983	OG0015454	MFS_MOT1	"GO:molybdate ion transmembrane transporter activity"	GO:0015098
PF03605	OG0016055	DcuA_DcuB	"GO:C4-dicarboxylate transmembrane transporter activity"	GO:0015556
PF12019	OG0015910	GspH	"GO:type II protein secretion system complex"	GO:0015627
PF12019	OG0015910	GspH	"GO:protein secretion by the type II secretion system"	GO:0015628
PF04699	OG0016440	P16-Arc	"GO:actin cytoskeleton"	GO:0015629
PF16983	OG0015454	MFS_MOT1	"GO:molybdate ion transport"	GO:0015689
PF03605	OG0016055	DcuA_DcuB	"GO:C4-dicarboxylate transport"	GO:0015740
PF11744	OG0016955	ALMT	"GO:malate transport"	GO:0015743
PF03825	OG0016818	Nuc_H_symport	"GO:nucleoside transport"	GO:0015858
PF04995	OG0015929	CcmD	"GO:heme transport"	GO:0015886
PF01783	OG0016297	Ribosomal_L32p	"GO:large ribosomal subunit"	GO:0015934
PF00368	OG0015957	HMG-CoA_red	"GO:coenzyme A metabolic process"	GO:0015936
PF03630	OG0017548	Fumble	"GO:coenzyme A biosynthetic process"	GO:0015937
PF02548	OG0017745	Pantoate_transf	"GO:pantothenate biosynthetic process"	GO:0015940
PF00796	OG0015665	PSI_8	"GO:photosynthesis"	GO:0015979
PF00119	OG0015396	ATP-synt_A	"GO:proton motive force-driven ATP synthesis"	GO:0015986
PF10775	OG0016548	ATP_sub_h	"GO:proton motive force-driven ATP synthesis"	GO:0015986
PF00028	OG0018011	Cadherin	"GO:membrane"	GO:0016020
PF00146	OG0017451	NADHdh	"GO:membrane"	GO:0016020
PF00324	OG0014943	AA_permease	"GO:membrane"	GO:0016020
PF00324	OG0016691	AA_permease	"GO:membrane"	GO:0016020
PF00324	OG0017764	AA_permease	"GO:membrane"	GO:0016020
PF00854	OG0016749	PTR2	"GO:membrane"	GO:0016020
PF00860	OG0015454	Xan_ur_permease	"GO:membrane"	GO:0016020
PF01061	OG0016672	ABC2_membrane	"GO:membrane"	GO:0016020
PF01061	OG0017033	ABC2_membrane	"GO:membrane"	GO:0016020
PF01284	OG0016303	MARVEL	"GO:membrane"	GO:0016020
PF01284	OG0017968	MARVEL	"GO:membrane"	GO:0016020
PF01306	OG0016818	LacY_symp	"GO:membrane"	GO:0016020
PF01532	OG0016484	Glyco_hydro_47	"GO:membrane"	GO:0016020
PF01544	OG0015546	CorA	"GO:membrane"	GO:0016020
PF01544	OG0017293	CorA	"GO:membrane"	GO:0016020
PF01956	OG0016055	EMC3_TMCO1	"GO:membrane"	GO:0016020
PF02133	OG0014968	Transp_cyt_pur	"GO:membrane"	GO:0016020
PF02133	OG0015652	Transp_cyt_pur	"GO:membrane"	GO:0016020
PF02133	OG0015732	Transp_cyt_pur	"GO:membrane"	GO:0016020
PF02133	OG0016980	Transp_cyt_pur	"GO:membrane"	GO:0016020
PF02535	OG0014873	Zip	"GO:membrane"	GO:0016020
PF02535	OG0014894	Zip	"GO:membrane"	GO:0016020
PF02535	OG0014901	Zip	"GO:membrane"	GO:0016020
PF02535	OG0014906	Zip	"GO:membrane"	GO:0016020
PF02535	OG0014909	Zip	"GO:membrane"	GO:0016020
PF02535	OG0014911	Zip	"GO:membrane"	GO:0016020
PF02535	OG0015089	Zip	"GO:membrane"	GO:0016020
PF02535	OG0016432	Zip	"GO:membrane"	GO:0016020
PF02535	OG0016686	Zip	"GO:membrane"	GO:0016020
PF02554	OG0017004	CstA	"GO:membrane"	GO:0016020
PF03030	OG0016887	H_PPase	"GO:membrane"	GO:0016020
PF03030	OG0016888	H_PPase	"GO:membrane"	GO:0016020
PF03137	OG0016055	OATP	"GO:membrane"	GO:0016020
PF03137	OG0017582	OATP	"GO:membrane"	GO:0016020
PF03522	OG0015089	SLC12	"GO:membrane"	GO:0016020
PF04136	OG0017692	Sec34	"GO:membrane"	GO:0016020
PF04277	OG0016055	OAD_gamma	"GO:membrane"	GO:0016020
PF04692	OG0015130	PDGF_N	"GO:membrane"	GO:0016020
PF05049	OG0018055	IIGP	"GO:membrane"	GO:0016020
PF05791	OG0015015	Bacillus_HBL	"GO:membrane"	GO:0016020
PF07517	OG0017761	SecA_DEAD	"GO:membrane"	GO:0016020
PF09177	OG0017361	Syntaxin-6_N	"GO:membrane"	GO:0016020
PF12361	OG0017290	DBP	"GO:membrane"	GO:0016020
PF13520	OG0016691	AA_permease_2	"GO:membrane"	GO:0016020
PF13520	OG0016955	AA_permease_2	"GO:membrane"	GO:0016020
PF13520	OG0017342	AA_permease_2	"GO:membrane"	GO:0016020
PF13520	OG0017764	AA_permease_2	"GO:membrane"	GO:0016020
PF13631	OG0017591	Cytochrom_B_N_2	"GO:membrane"	GO:0016020
PF00001	OG0016055	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00001	OG0018006	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00001	OG0018054	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00001	OG0018058	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00001	OG0018064	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00001	OG0018072	7tm_1	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016573	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016574	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016703	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016818	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016946	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0016961	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0017198	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0017324	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0017582	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00083	OG0018096	Sugar_tr	"GO:integral component of membrane"	GO:0016021
PF00115	OG0015346	COX1	"GO:integral component of membrane"	GO:0016021
PF00209	OG0016599	SNF	"GO:integral component of membrane"	GO:0016021
PF00664	OG0015182	ABC_membrane	"GO:integral component of membrane"	GO:0016021
PF01080	OG0015089	Presenilin	"GO:integral component of membrane"	GO:0016021
PF01080	OG0015688	Presenilin	"GO:integral component of membrane"	GO:0016021
PF01694	OG0017582	Rhomboid	"GO:integral component of membrane"	GO:0016021
PF01770	OG0016941	Folate_carrier	"GO:integral component of membrane"	GO:0016021
PF02122	OG0016064	Peptidase_S39	"GO:integral component of membrane"	GO:0016021
PF02537	OG0017553	CRCB	"GO:integral component of membrane"	GO:0016021
PF03279	OG0015400	Lip_A_acyltrans	"GO:integral component of membrane"	GO:0016021
PF03605	OG0016055	DcuA_DcuB	"GO:integral component of membrane"	GO:0016021
PF03606	OG0016055	DcuC	"GO:integral component of membrane"	GO:0016021
PF03611	OG0017754	EIIC-GAT	"GO:integral component of membrane"	GO:0016021
PF03612	OG0014859	EIIBC-GUT_N	"GO:integral component of membrane"	GO:0016021
PF03612	OG0015535	EIIBC-GUT_N	"GO:integral component of membrane"	GO:0016021
PF03825	OG0016818	Nuc_H_symport	"GO:integral component of membrane"	GO:0016021
PF04103	OG0015766	CD20	"GO:integral component of membrane"	GO:0016021
